0.000136 2162.032114
0.000174 3160.946728
0.000204 3784.285089
0.000232 4115.270426
0.000259 4217.796019
0.000286 4217.034937
0.000313 4192.060403
0.000340 4091.795815
0.000367 3765.428590
0.000394 3184.562909
0.000422 2396.072411
0.000449 1510.946202
0.000476 731.539380
0.000503 238.083879
0.000529 -313.486748
0.000554 -690.057039
0.000581 -916.152507
0.000608 -1068.355286
0.000636 -1151.947888
0.000663 -1195.085787
0.000690 -1203.390464
0.000718 -1218.574002
0.000744 -1216.741070
0.000771 -1207.702005
0.000795 -1209.136906
0.000822 -1195.195520
0.000849 -1203.775849
0.000877 -1228.950750
0.000904 -1205.510239
0.000931 -1213.277937
0.000958 -1213.542156
0.000986 -1204.309581
0.001013 -1212.898553
0.001040 -1213.971812
0.001066 -1203.333285
0.001094 -1211.879135
0.001121 -1220.199135
0.001148 -1211.580855
0.001175 -1211.790079
0.001203 -1203.914171
0.001230 -1203.904306
0.001257 -1213.415268
0.001285 -1219.791955
0.001312 -1220.155061
0.001339 -1220.969714
0.001366 -1229.511204
0.001393 -1229.577784
0.001420 -1222.125025
0.001448 -1221.432505
0.001475 -1205.355320
0.001502 -1205.000267
0.001529 -1190.632167
0.001556 -1173.156651
0.001584 -1131.329159
0.001611 -1065.694300
0.001638 -989.726451
0.001665 -916.397134
0.001692 -801.968397
0.001720 -662.865734
0.001746 -544.764620
0.001773 -412.445069
0.001799 -291.349036
0.001826 -191.380939
0.001853 -108.049837
0.001879 -67.418490
0.001906 -33.830104
0.001933 -8.456620
0.001960 0.000000
0.001986 8.431370
0.002013 8.439725
0.002039 0.000000
0.002066 -8.353732
0.002093 -16.721060
0.002119 -49.562166
0.002146 -115.073039
0.002173 -230.313865
0.002200 -352.100771
0.002226 -425.211952
0.002254 -538.959045
0.002281 -621.272528
0.002308 -670.279253
0.002335 -687.386883
0.002363 -678.480989
0.002390 -679.017704
0.002417 -703.067926
0.002444 -687.883944
0.002471 -703.267947
0.002499 -678.950203
0.002526 -678.407455
0.002553 -654.305453
0.002580 -604.858600
0.002608 -490.154204
0.002633 -430.781601
0.002660 -306.379502
0.002687 -198.772441
0.002715 -107.504437
0.002742 -41.391868
0.002769 -8.282167
0.002796 0.000000
0.002824 16.537650
0.002851 16.568923
0.002876 8.160481
0.002903 -8.203560
0.002929 -8.275470
0.002956 0.000000
0.002983 0.000000
0.003011 -8.274055
0.003038 -8.270956
0.003065 0.000000
0.003092 0.000000
0.003120 8.279042
0.003146 0.000000
0.003172 8.162991
0.003200 8.159382
0.003226 0.000000
0.003252 8.298189
0.003278 16.770118
0.003305 16.759677
0.003332 8.383352
0.003360 8.389102
0.003387 -8.377979
0.003414 -8.384059
0.003441 -8.384579
0.003468 -25.082478
0.003494 0.000000
0.003519 8.205506
0.003546 8.242228
0.003573 -16.470952
0.003600 -8.232108
0.003628 -8.236214
0.003655 24.725196
0.003682 164.836450
0.003709 346.414813
0.003736 601.307257
0.003763 879.209424
0.003790 1015.262446
0.003817 1146.789286
0.003844 1146.076243
0.003871 990.850625
0.003899 735.058578
0.003926 581.072158
0.003953 318.706684
0.003980 147.278546
0.004007 49.064852
0.004034 8.175555
0.004062 40.898432
0.004089 139.255094
0.004116 343.918668
0.004143 804.479546
0.004170 1066.327848
0.004197 1532.505573
0.004224 1952.421435
0.004251 2230.961282
0.004278 2389.656760
0.004305 2438.837135
0.004333 2435.987350
0.004359 2444.877405
0.004386 2423.541853
0.004413 2417.067828
0.004440 2399.255678
0.004467 2398.395054
0.004494 2408.014450
0.004521 2429.062685
0.004548 2420.866462
0.004576 2336.359893
0.004601 2204.840577
0.004627 1869.637046
0.004655 1547.470794
0.004682 1029.228703
0.004709 471.793832
0.004736 239.695268
0.004764 82.625907
0.004791 16.531181
0.004818 -8.296842
0.004844 16.432925
0.004870 -16.353476
0.004898 16.354467
0.004924 -16.433647
0.004951 0.000000
0.004977 66.738574
0.005005 275.491092
0.005032 659.717551
0.005059 1031.595377
0.005086 1407.548175
0.005113 1334.655085
0.005141 1399.191409
0.005167 1074.054471
