51.517576 9.877718
51.517564 9.877392
51.517576 9.876765
51.517653 9.875947
51.517723 9.875404
51.517845 9.874664
51.518069 9.873831
51.518381 9.872973
51.518595 9.872492
51.51896  9.871787
51.519375 9.871165
51.5197   9.87076 
51.519898 9.870549
51.520403 9.870087
51.521015 9.869685
51.521193 9.869594
51.521577 9.869428
51.52192  9.869329
51.523587 9.869127
51.524186 9.868994
51.524494 9.868898
51.524897 9.868714
51.525487 9.868299
51.52582  9.867993
51.526182 9.867559
51.526514 9.867081
51.526847 9.866461
51.526962 9.866194
51.527239 9.865457
51.527446 9.864658
51.52763  9.863721
51.52767  9.863356
51.527711 9.86257 
51.527702 9.862108
51.527641 9.86127 
51.527612 9.860973
51.527493 9.860255
51.527371 9.859748
51.527244 9.859313
51.527032 9.858748
51.527032 9.858748
51.526918 9.858445
51.526764 9.858135
51.52645  9.857572
51.526098 9.857083
51.525728 9.856653
51.525195 9.856192
51.524738 9.855922
51.524316 9.855755
51.523694 9.855627
51.523352 9.855621
51.522921 9.85567 
51.522592 9.855778
51.522025 9.856042
51.520563 9.856809
51.519515 9.857327
51.5188   9.857725
51.517113 9.858541
51.515797 9.859257
51.515586 9.859346
51.515254 9.859437
51.514971 9.859477
51.514735 9.859472
51.514056 9.859397
51.513926 9.859366
51.513439 9.859166
51.513168 9.859017
51.512684 9.858649
51.512181 9.858136
51.511797 9.857608
51.511633 9.857348
51.511475 9.857057
51.511134 9.856251
51.510902 9.85557 
51.5107   9.854774
51.51058  9.853998
51.510507 9.853008
51.510525 9.851954
51.510586 9.851374
51.510707 9.850595
51.510965 9.849675
51.511062 9.84937 
51.511269 9.848822
51.512014 9.847084
51.514088 9.842136
51.514252 9.841729
51.514497 9.84103 
51.514641 9.840513
51.514865 9.839533
51.514952 9.839076
51.515057 9.838355
51.515092 9.837996
51.515147 9.837046
51.515353 9.833207
51.515675 9.827991
51.515744 9.826257
51.516094 9.820418
51.516205 9.81829 
